,GO,count,defence,GO_Record,fdr,geno
489,acylglycerol lipase activity,2,False,GO:0047372,1.0,col
608,acylglycerol lipase activity,4,False,GO:0047372,1.0,lym
609,acylphosphatase activity,1,False,GO:0003998,1.0,lym
490,adaxial/abaxial axis specification,1,False,GO:0009943,1.0,col
610,adaxial/abaxial axis specification,3,False,GO:0009943,0.9194054893928421,lym
491,adaxial/abaxial pattern specification,1,False,GO:0009955,1.0,col
611,adaxial/abaxial pattern specification,4,False,GO:0009955,0.6077622654256218,lym
612,adenine biosynthetic process,1,False,GO:0046084,0.9194054893928421,lym
492,adenine phosphoribosyltransferase activity,1,False,GO:0003999,1.0,col
493,adenine salvage,1,False,GO:0006168,1.0,col
613,adenine/guanine mispair binding,1,False,GO:0035485,1.0,lym
494,adenosine deaminase activity,1,False,GO:0004000,1.0,col
614,adenosine kinase activity,2,False,GO:0004001,0.7459762145601327,lym
615,adenosine nucleosidase activity,1,False,GO:0047622,1.0,lym
616,adenosine salvage,2,False,GO:0006169,0.5254015378766363,lym
495,adenosylhomocysteinase activity,2,False,GO:0004013,0.5734435652553074,col
617,adenosylhomocysteinase activity,2,False,GO:0004013,0.7459762145601327,lym
496,adenosylmethionine-8-amino-7-oxononanoate transaminase activity,1,False,GO:0004015,1.0,col
618,adenosylmethionine-8-amino-7-oxononanoate transaminase activity,2,False,GO:0004015,0.7459762145601327,lym
497,adenyl-nucleotide exchange factor activity,2,False,GO:0000774,1.0,col
498,adenylate cyclase activity,1,False,GO:0004016,1.0,col
499,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,3,False,GO:0007188,0.24268052962531106,col
619,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,3,False,GO:0007188,0.4349434279753759,lym
620,adenylate kinase activity,1,False,GO:0004017,1.0,lym
500,adenylate kinase activity,1,False,GO:0004017,1.0,col
621,adenylyl-sulfate reductase (glutathione) activity,1,False,GO:0033741,1.0,lym
622,adenylyl-sulfate reductase activity,1,False,GO:0009973,1.0,lym
501,adenylylsulfate kinase activity,2,False,GO:0004020,1.0,col
623,adenylylsulfate kinase activity,3,False,GO:0004020,1.0,lym
624,adenylyltransferase activity,1,False,GO:0070566,1.0,lym
625,adventitious root development,1,False,GO:0048830,1.0,lym
502,adventitious root development,2,False,GO:0048830,1.0,col
626,aerenchyma formation,3,False,GO:0010618,0.19812333031158888,lym
503,aerenchyma formation,3,False,GO:0010618,0.10027800321245513,col
627,aerobic respiration,2,False,GO:0009060,1.0,lym
504,aging,11,False,GO:0007568,0.6735212394746287,col
628,aging,14,False,GO:0007568,0.5254015378766363,lym
505,agmatine N4-coumaroyltransferase activity,1,False,GO:0047634,1.0,col
629,agmatine N4-coumaroyltransferase activity,1,False,GO:0047634,1.0,lym
630,alanine-glyoxylate transaminase activity,1,False,GO:0008453,1.0,lym
631,alcohol dehydrogenase (NADP+) activity,2,False,GO:0008106,1.0,lym
506,alcohol dehydrogenase (NADP+) activity,3,False,GO:0008106,1.0,col
632,aldehyde dehydrogenase (NAD) activity,2,False,GO:0004029,1.0,lym
507,aldehyde oxidase activity,1,False,GO:0004031,1.0,col
633,aldehyde oxidase activity,1,False,GO:0004031,1.0,lym
634,aldehyde-lyase activity,2,False,GO:0016832,1.0,lym
635,alditol:NADP+ 1-oxidoreductase activity,2,False,GO:0004032,1.0,lym
508,alditol:NADP+ 1-oxidoreductase activity,3,False,GO:0004032,1.0,col
636,aldo-keto reductase (NADP) activity,2,False,GO:0004033,1.0,lym
509,aldo-keto reductase (NADP) activity,2,False,GO:0004033,1.0,col
637,aldose 1-epimerase activity,2,False,GO:0004034,1.0,lym
510,aldose 1-epimerase activity,1,False,GO:0004034,1.0,col
638,alkaloid biosynthetic process,4,False,GO:0009821,1.0,lym
511,alkaloid biosynthetic process,2,False,GO:0009821,1.0,col
639,alkane 1-monooxygenase activity,1,False,GO:0018685,1.0,lym
512,alkane 1-monooxygenase activity,1,False,GO:0018685,1.0,col
640,alkylbase DNA N-glycosylase activity,1,False,GO:0003905,1.0,lym
641,allantoin catabolic process,1,False,GO:0000256,1.0,lym
513,allantoin transport,1,False,GO:0015720,1.0,col
642,allantoin transport,2,False,GO:0015720,0.8948781031130397,lym
514,allantoin:proton symporter activity,1,False,GO:0005274,1.0,col
643,allantoin:proton symporter activity,2,False,GO:0005274,1.0,lym
644,allene oxide synthase activity,1,False,GO:0009978,1.0,lym
515,allene oxide synthase activity,1,False,GO:0009978,1.0,col
516,allene-oxide cyclase activity,1,False,GO:0046423,1.0,col
645,allene-oxide cyclase activity,1,False,GO:0046423,1.0,lym
517,"alpha-(1,2)-fucosyltransferase activity",1,False,GO:0031127,1.0,col
646,"alpha-(1,2)-fucosyltransferase activity",1,False,GO:0031127,1.0,lym
647,alpha-D-xyloside xylohydrolase,1,False,GO:0061634,1.0,lym
518,alpha-D-xyloside xylohydrolase,1,False,GO:0061634,1.0,col
519,alpha-L-arabinofuranosidase activity,1,False,GO:0046556,1.0,col
648,alpha-L-arabinofuranosidase activity,2,False,GO:0046556,1.0,lym
520,alpha-L-fucosidase activity,1,False,GO:0004560,1.0,col
649,alpha-L-fucosidase activity,1,False,GO:0004560,1.0,lym
650,alpha-amylase activity,1,False,GO:0004556,1.0,lym
651,alpha-amylase activity (releasing maltohexaose),1,False,GO:0103025,1.0,lym
652,alpha-galactosidase activity,1,False,GO:0004557,1.0,lym
653,alpha-ketoacid dehydrogenase activity,2,False,GO:0003826,1.0,lym
521,alpha-mannosidase activity,1,False,GO:0004559,1.0,col
654,alpha-mannosidase activity,1,False,GO:0004559,1.0,lym
522,alpha-tubulin binding,1,False,GO:0043014,1.0,col
655,"alternative mRNA splicing, via spliceosome",3,False,GO:0000380,1.0,lym
523,"alternative mRNA splicing, via spliceosome",1,False,GO:0000380,1.0,col
524,alternative oxidase activity,2,False,GO:0009916,1.0,col
656,alternative oxidase activity,3,False,GO:0009916,1.0,lym
525,alternative respiration,2,False,GO:0010230,1.0,col
657,alternative respiration,2,False,GO:0010230,1.0,lym
526,aluminum cation transport,1,False,GO:0015690,0.9114468653855319,col
658,aluminum cation transport,1,False,GO:0015690,0.9194054893928421,lym
659,amidase activity,2,False,GO:0004040,1.0,lym
660,amidophosphoribosyltransferase activity,1,False,GO:0004044,1.0,lym
527,amine metabolic process,1,False,GO:0009308,1.0,col
528,amine transmembrane transporter activity,1,False,GO:0005275,1.0,col
661,amine transmembrane transporter activity,1,False,GO:0005275,1.0,lym
662,amine-lyase activity,1,False,GO:0016843,1.0,lym
529,amine-lyase activity,1,False,GO:0016843,1.0,col
530,amino acid binding,2,False,GO:0016597,1.0,col
663,amino acid binding,7,False,GO:0016597,1.0,lym
664,amino acid homeostasis,1,False,GO:0080144,1.0,lym
531,amino acid homeostasis,1,False,GO:0080144,1.0,col
665,amino acid import,1,False,GO:0043090,1.0,lym
532,amino acid import,1,False,GO:0043090,1.0,col
533,amino acid transmembrane transport,4,False,GO:0003333,1.0,col
666,amino acid transmembrane transport,7,False,GO:0003333,1.0,lym
534,amino acid transmembrane transporter activity,4,False,GO:0015171,1.0,col
667,amino acid transmembrane transporter activity,7,False,GO:0015171,1.0,lym
668,amino acid transport,9,False,GO:0006865,1.0,lym
535,amino acid transport,4,False,GO:0006865,1.0,col
669,amino-terminal vacuolar sorting propeptide binding,1,False,GO:0009940,1.0,lym
670,aminoacyl-tRNA editing activity,1,False,GO:0002161,1.0,lym
671,aminoacyl-tRNA hydrolase activity,2,False,GO:0004045,1.0,lym
536,aminoacyl-tRNA ligase activity,1,False,GO:0004812,1.0,col
672,aminoacyl-tRNA ligase activity,4,False,GO:0004812,1.0,lym
673,aminoacyl-tRNA synthetase multienzyme complex,2,False,GO:0017101,1.0,lym
537,aminoacyl-tRNA synthetase multienzyme complex,1,False,GO:0017101,1.0,col
674,aminomethyltransferase activity,1,False,GO:0004047,1.0,lym
538,aminopeptidase activity,3,False,GO:0004177,1.0,col
675,aminopeptidase activity,3,False,GO:0004177,1.0,lym
676,ammonium ion metabolic process,1,False,GO:0097164,0.9194054893928421,lym
539,ammonium transmembrane transport,3,False,GO:0072488,0.5930872027321419,col
677,ammonium transmembrane transport,2,False,GO:0072488,1.0,lym
540,ammonium transmembrane transporter activity,3,False,GO:0008519,1.0,col
678,ammonium transmembrane transporter activity,2,False,GO:0008519,1.0,lym
679,ammonium transport,2,False,GO:0015696,1.0,lym
541,ammonium transport,3,False,GO:0015696,0.3977175726253958,col
680,amylopectin maltohydrolase activity,2,False,GO:0102229,1.0,lym
542,amylopectin maltohydrolase activity,1,False,GO:0102229,1.0,col
681,amyloplast,1,False,GO:0009501,1.0,lym
682,anaerobic respiration,3,False,GO:0009061,1.0,lym
543,anaerobic respiration,3,False,GO:0009061,0.9114468653855319,col
683,anandamide amidohydrolase activity,1,False,GO:0103073,1.0,lym
684,anaphase-promoting complex,1,False,GO:0005680,1.0,lym
685,anaphase-promoting complex binding,1,False,GO:0010997,1.0,lym
686,anaphase-promoting complex-dependent catabolic process,1,False,GO:0031145,1.0,lym
687,anatomical structure morphogenesis,2,False,GO:0009653,0.9194054893928421,lym
544,anatomical structure morphogenesis,3,False,GO:0009653,0.24268052962531106,col
688,anchored component of membrane,65,False,GO:0031225,0.038724941731494635,lym
545,anchored component of membrane,46,False,GO:0031225,0.27093593956970935,col
546,anchored component of plasma membrane,28,False,GO:0046658,1.0,col
689,anchored component of plasma membrane,37,False,GO:0046658,0.8866261538456569,lym
547,anion homeostasis,1,False,GO:0055081,1.0,col
690,anion homeostasis,1,False,GO:0055081,1.0,lym
691,anion transport,1,False,GO:0006820,1.0,lym
548,anion transport,1,False,GO:0006820,1.0,col
692,anion:anion antiporter activity,2,False,GO:0015301,1.0,lym
693,anisotropic cell growth,1,False,GO:0051211,1.0,lym
549,anisotropic cell growth,1,False,GO:0051211,1.0,col
550,anther dehiscence,5,False,GO:0009901,1.0,col
694,anther dehiscence,4,False,GO:0009901,1.0,lym
551,anther development,5,False,GO:0048653,1.0,col
695,anther development,7,False,GO:0048653,1.0,lym
552,anther wall tapetum cell differentiation,1,False,GO:0048657,1.0,col
553,anthocyanin accumulation in tissues in response to UV light,2,False,GO:0043481,0.9114468653855319,col
696,anthocyanin accumulation in tissues in response to UV light,2,False,GO:0043481,1.0,lym
697,anthocyanin-containing compound biosynthetic process,6,False,GO:0009718,0.9194054893928421,lym
554,anthocyanin-containing compound biosynthetic process,7,False,GO:0009718,0.20124598773991498,col
698,anthocyanin-containing compound metabolic process,2,False,GO:0046283,1.0,lym
555,anthocyanin-containing compound metabolic process,1,False,GO:0046283,1.0,col
699,anthranilate phosphoribosyltransferase activity,1,False,GO:0004048,1.0,lym
556,anthranilate phosphoribosyltransferase activity,1,False,GO:0004048,1.0,col
700,anthranilate synthase activity,2,False,GO:0004049,1.0,lym
557,anthranilate synthase activity,2,False,GO:0004049,1.0,col
701,anthranilate synthase complex,1,False,GO:0005950,1.0,lym
558,anthranilate synthase complex,1,False,GO:0005950,1.0,col
702,antioxidant activity,1,False,GO:0016209,1.0,lym
703,antiporter activity,27,False,GO:0015297,1.0,lym
559,antiporter activity,19,False,GO:0015297,1.0,col
704,apical part of cell,1,False,GO:0045177,1.0,lym
560,apical part of cell,1,False,GO:0045177,1.0,col
705,apical plasma membrane,2,False,GO:0016324,1.0,lym
7,apoplast,1,False,GO:0048046,1.0,cer
561,apoplast,71,False,GO:0048046,1.0,col
706,apoplast,114,False,GO:0048046,0.23317397637667228,lym
707,apoptotic process,1,False,GO:0006915,1.0,lym
708,arabinan biosynthetic process,1,False,GO:0035884,0.9194054893928421,lym
709,arabinan catabolic process,1,False,GO:0031222,1.0,lym
710,arabinogalactan protein metabolic process,3,False,GO:0010405,1.0,lym
562,arabinogalactan protein metabolic process,1,False,GO:0010405,1.0,col
563,arabinose biosynthetic process,1,False,GO:0019567,1.0,col
711,arabinose biosynthetic process,1,False,GO:0019567,1.0,lym
712,arginine binding,1,False,GO:0034618,1.0,lym
713,arginine biosynthetic process,4,False,GO:0006526,0.9194054893928421,lym
564,arginine biosynthetic process,1,False,GO:0006526,1.0,col
714,arginine biosynthetic process via ornithine,1,False,GO:0042450,1.0,lym
715,arginine catabolic process,1,False,GO:0006527,1.0,lym
565,arginine catabolic process,1,False,GO:0006527,1.0,col
716,arginine decarboxylase activity,1,False,GO:0008792,1.0,lym
566,arginine decarboxylase activity,1,False,GO:0008792,1.0,col
567,arginine transmembrane transporter activity,1,False,GO:0015181,1.0,col
717,arginine transport,1,False,GO:0015809,0.9194054893928421,lym
568,arginine transport,1,False,GO:0015809,0.9114468653855319,col
718,arginine-tRNA ligase activity,1,False,GO:0004814,1.0,lym
719,arginyl-tRNA aminoacylation,1,False,GO:0006420,1.0,lym
569,arogenate dehydratase activity,4,False,GO:0047769,0.2738080907559034,col
720,arogenate dehydratase activity,4,False,GO:0047769,0.4804111138725671,lym
721,aromatase activity,1,False,GO:0070330,1.0,lym
570,aromatase activity,1,False,GO:0070330,1.0,col
722,aromatic amino acid family biosynthetic process,3,False,GO:0009073,1.0,lym
723,aromatic amino acid family metabolic process,1,False,GO:0009072,1.0,lym
571,aromatic amino acid family metabolic process,1,False,GO:0009072,1.0,col
724,aromatic amino acid transmembrane transporter activity,1,False,GO:0015173,1.0,lym
725,aromatic amino acid transport,1,False,GO:0015801,1.0,lym
572,aromatic compound biosynthetic process,6,False,GO:0019438,0.2557273867045922,col
726,aromatic compound biosynthetic process,5,False,GO:0019438,0.9194054893928421,lym
573,aromatic-L-amino-acid decarboxylase activity,1,False,GO:0004058,1.0,col
574,aromatic-amino-acid:2-oxoglutarate aminotransferase activity,1,False,GO:0008793,1.0,col
727,aromatic-amino-acid:2-oxoglutarate aminotransferase activity,1,False,GO:0008793,1.0,lym
575,arsenate reductase (glutaredoxin) activity,1,False,GO:0008794,1.0,col
728,arsenate reductase (glutaredoxin) activity,1,False,GO:0008794,1.0,lym
729,arsenite transmembrane transporter activity,1,False,GO:0015105,1.0,lym
576,arsenite transport,1,False,GO:0015700,1.0,col
730,arsenite transport,3,False,GO:0015700,0.6306406639403667,lym
731,arylformamidase activity,1,False,GO:0004061,1.0,lym
577,arylformamidase activity,1,False,GO:0004061,1.0,col
732,asparagine biosynthetic process,2,False,GO:0006529,0.8948781031130397,lym
733,asparagine synthase (glutamine-hydrolyzing) activity,2,False,GO:0004066,1.0,lym
734,asparagine-tRNA ligase activity,1,False,GO:0004816,1.0,lym
578,asparagine-tRNA ligase activity,1,False,GO:0004816,1.0,col
735,asparaginyl-tRNA aminoacylation,1,False,GO:0006421,1.0,lym
579,asparaginyl-tRNA aminoacylation,1,False,GO:0006421,1.0,col
736,aspartate family amino acid biosynthetic process,2,False,GO:0009067,1.0,lym
580,aspartate family amino acid biosynthetic process,1,False,GO:0009067,1.0,col
737,aspartate kinase activity,2,False,GO:0004072,1.0,lym
581,aspartate kinase activity,1,False,GO:0004072,1.0,col
738,aspartate-ammonia ligase activity,1,False,GO:0004071,1.0,lym
739,aspartate-tRNA ligase activity,1,False,GO:0004815,1.0,lym
740,aspartic-type endopeptidase activity,19,False,GO:0004190,0.7810393492027463,lym
582,aspartic-type endopeptidase activity,17,False,GO:0004190,0.32843857889415834,col
741,aspartic-type peptidase activity,1,False,GO:0070001,1.0,lym
583,aspartic-type peptidase activity,1,False,GO:0070001,1.0,col
742,aspartyl esterase activity,10,False,GO:0045330,1.0,lym
584,aspartyl esterase activity,6,False,GO:0045330,1.0,col
743,aspartyl-tRNA aminoacylation,1,False,GO:0006422,1.0,lym
744,assembly of large subunit precursor of preribosome,2,False,GO:1902626,1.0,lym
745,asymmetric cell division,5,False,GO:0008356,0.9629349423812359,lym
585,asymmetric cell division,5,False,GO:0008356,0.7165625411625961,col
746,atrichoblast differentiation,1,False,GO:0010055,0.9194054893928421,lym
586,atrichoblast differentiation,1,False,GO:0010055,0.9114468653855319,col
587,autophagosome,2,False,GO:0005776,1.0,col
747,autophagosome assembly,2,False,GO:0000045,1.0,lym
588,autophagosome assembly,1,False,GO:0000045,1.0,col
589,autophagy,4,False,GO:0006914,1.0,col
748,autophagy,4,False,GO:0006914,1.0,lym
590,autophagy of mitochondrion,1,False,GO:0000422,1.0,col
749,autophagy of mitochondrion,2,False,GO:0000422,1.0,lym
591,autophagy of peroxisome,1,False,GO:0030242,1.0,col
592,auxin binding,4,False,GO:0010011,0.2738080907559034,col
750,auxin binding,4,False,GO:0010011,0.4804111138725671,lym
593,auxin biosynthetic process,7,False,GO:0009851,1.0,col
751,auxin biosynthetic process,8,False,GO:0009851,1.0,lym
594,auxin efflux,2,False,GO:0010315,1.0,col
752,auxin efflux,4,False,GO:0010315,1.0,lym
753,auxin efflux transmembrane transporter activity,6,False,GO:0010329,1.0,lym
595,auxin efflux transmembrane transporter activity,2,False,GO:0010329,1.0,col
596,auxin homeostasis,4,False,GO:0010252,1.0,col
754,auxin homeostasis,7,False,GO:0010252,1.0,lym
597,auxin influx,1,False,GO:0060919,1.0,col
755,auxin influx,1,False,GO:0060919,1.0,lym
598,auxin influx transmembrane transporter activity,1,False,GO:0010328,1.0,col
756,auxin influx transmembrane transporter activity,2,False,GO:0010328,1.0,lym
599,auxin metabolic process,3,False,GO:0009850,1.0,col
757,auxin metabolic process,6,False,GO:0009850,0.4349434279753759,lym
600,auxin polar transport,9,False,GO:0009926,1.0,col
758,auxin polar transport,15,False,GO:0009926,0.9194054893928421,lym
601,auxin receptor activity,1,False,GO:0038198,1.0,col
759,auxin receptor activity,1,False,GO:0038198,1.0,lym
602,auxin transport,2,False,GO:0060918,1.0,col
760,auxin transport,4,False,GO:0060918,0.9155950901396076,lym
603,auxin-activated signaling pathway,32,False,GO:0009734,0.8030597912617203,col
761,auxin-activated signaling pathway,42,False,GO:0009734,0.8948781031130397,lym
604,auxin:proton symporter activity,1,False,GO:0009672,1.0,col
762,auxin:proton symporter activity,4,False,GO:0009672,1.0,lym
605,axillary shoot meristem initiation,1,False,GO:0090506,1.0,col
763,axillary shoot meristem initiation,3,False,GO:0090506,0.9194054893928421,lym
606,bHLH transcription factor binding,2,False,GO:0043425,1.0,col
764,bHLH transcription factor binding,2,False,GO:0043425,1.0,lym
607,barbed-end actin filament capping,1,False,GO:0051016,1.0,col
765,barbed-end actin filament capping,1,False,GO:0051016,1.0,lym
608,basal plasma membrane,1,False,GO:0009925,1.0,col
766,basal plasma membrane,1,False,GO:0009925,1.0,lym
609,base-excision repair,4,False,GO:0006284,1.0,col
767,base-excision repair,4,False,GO:0006284,1.0,lym
610,basic amino acid transmembrane transporter activity,4,False,GO:0015174,1.0,col
768,basic amino acid transmembrane transporter activity,3,False,GO:0015174,1.0,lym
769,basic amino acid transport,1,False,GO:0015802,1.0,lym
611,basic amino acid transport,1,False,GO:0015802,1.0,col
770,basipetal auxin transport,5,False,GO:0010540,1.0,lym
612,basipetal auxin transport,7,False,GO:0010540,0.24268052962531106,col
771,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",3,False,GO:0003830,0.8744078585946239,lym
613,"beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity",3,False,GO:0003830,0.5743055887463492,col
772,beta-alanine catabolic process,1,False,GO:0019484,0.9194054893928421,lym
614,beta-alanine catabolic process,1,False,GO:0019484,0.9114468653855319,col
615,beta-amylase activity,1,False,GO:0016161,1.0,col
773,beta-amylase activity,2,False,GO:0016161,1.0,lym
774,beta-fructofuranosidase activity,6,False,GO:0004564,0.6900211435821741,lym
616,beta-fructofuranosidase activity,2,False,GO:0004564,1.0,col
775,beta-galactosidase activity,3,False,GO:0004565,1.0,lym
776,beta-glucosidase activity,13,False,GO:0008422,1.0,lym
617,beta-glucosidase activity,8,False,GO:0008422,1.0,col
618,beta-ketoacyl-acyl-carrier-protein synthase III activity,1,False,GO:0033818,1.0,col
777,beta-tubulin binding,1,False,GO:0048487,1.0,lym
619,beta-tubulin binding,2,False,GO:0048487,1.0,col
620,betaine-homocysteine S-methyltransferase activity,1,False,GO:0047150,1.0,col
778,betaine-homocysteine S-methyltransferase activity,1,False,GO:0047150,1.0,lym
779,bile acid:sodium symporter activity,1,False,GO:0008508,1.0,lym
621,biosynthetic process,13,False,GO:0009058,1.0,col
780,biosynthetic process,18,False,GO:0009058,1.0,lym
622,biotin binding,1,False,GO:0009374,1.0,col
623,biotin biosynthetic process,1,False,GO:0009102,1.0,col
781,biotin biosynthetic process,2,False,GO:0009102,1.0,lym
782,biotin transmembrane transporter activity,1,False,GO:0015225,1.0,lym
624,biotin transmembrane transporter activity,1,False,GO:0015225,1.0,col
625,blue light signaling pathway,3,False,GO:0009785,1.0,col
783,blue light signaling pathway,4,False,GO:0009785,1.0,lym
784,borate transport,2,False,GO:0046713,1.0,lym
785,box C/D snoRNA 3'-end processing,2,False,GO:0000494,0.8948781031130397,lym
786,box C/D snoRNP complex,5,False,GO:0031428,0.2502211744420533,lym
787,box H/ACA snoRNA 3'-end processing,1,False,GO:0000495,0.9194054893928421,lym
788,box H/ACA snoRNA binding,2,False,GO:0034513,1.0,lym
789,box H/ACA snoRNP assembly,1,False,GO:0000493,0.9194054893928421,lym
790,box H/ACA snoRNP complex,3,False,GO:0031429,0.3396554967422208,lym
626,branched-chain amino acid biosynthetic process,1,False,GO:0009082,1.0,col
791,branched-chain amino acid biosynthetic process,1,False,GO:0009082,1.0,lym
792,branched-chain amino acid catabolic process,1,False,GO:0009083,1.0,lym
627,branched-chain-amino-acid transaminase activity,1,False,GO:0004084,1.0,col
793,brassinosteroid biosynthetic process,4,False,GO:0016132,1.0,lym
628,brassinosteroid biosynthetic process,2,False,GO:0016132,1.0,col
794,brassinosteroid homeostasis,2,False,GO:0010268,1.0,lym
629,brassinosteroid homeostasis,3,False,GO:0010268,1.0,col
795,brassinosteroid mediated signaling pathway,19,False,GO:0009742,1.0,lym
630,brassinosteroid mediated signaling pathway,21,False,GO:0009742,0.07309604933284697,col
796,brassinosteroid metabolic process,2,False,GO:0016131,1.0,lym
631,brassinosteroid metabolic process,2,False,GO:0016131,1.0,col
797,brassinosteroid sulfotransferase activity,1,False,GO:0080118,1.0,lym
632,brassinosteroid sulfotransferase activity,1,False,GO:0080118,1.0,col
798,bub1-bub3 complex,1,False,GO:1990298,1.0,lym
799,bundle sheath cell fate specification,1,False,GO:0090610,1.0,lym
633,bundle sheath cell fate specification,2,False,GO:0090610,0.3977175726253958,col
800,cAMP binding,13,False,GO:0030552,0.0008787275396314704,lym
634,cAMP binding,11,False,GO:0030552,0.0016096090320798964,col
801,cGMP binding,13,False,GO:0030553,0.0008787275396314704,lym
635,cGMP binding,11,False,GO:0030553,0.0016096090320798964,col
802,cadmium ion binding,1,False,GO:0046870,1.0,lym
636,cadmium ion binding,1,False,GO:0046870,1.0,col
803,cadmium ion transmembrane transport,1,False,GO:0070574,1.0,lym
804,cadmium ion transmembrane transporter activity,2,False,GO:0015086,1.0,lym
637,cadmium ion transmembrane transporter activity,2,False,GO:0015086,1.0,col
638,cadmium ion transport,3,False,GO:0015691,0.9114468653855319,col
805,cadmium ion transport,4,False,GO:0015691,0.6077622654256218,lym
639,caffeoyl-CoA O-methyltransferase activity,1,False,GO:0042409,1.0,col
806,caffeoyl-CoA O-methyltransferase activity,1,False,GO:0042409,1.0,lym
807,caffeoyl-CoA: alcohol caffeoyl transferase activity,1,False,GO:0090430,1.0,lym
640,calcium activated cation channel activity,1,False,GO:0005227,1.0,col
808,calcium activated cation channel activity,2,False,GO:0005227,1.0,lym
641,calcium channel activity,5,False,GO:0005262,1.0,col
809,calcium channel activity,9,False,GO:0005262,0.10638776831215264,lym
642,calcium ion binding,65,False,GO:0005509,2.217584551628236e-05,col
810,calcium ion binding,84,False,GO:0005509,8.251421262518629e-06,lym
643,calcium ion homeostasis,1,False,GO:0055074,1.0,col
811,calcium ion homeostasis,1,False,GO:0055074,1.0,lym
644,calcium ion import,1,False,GO:0070509,1.0,col
812,calcium ion import,2,False,GO:0070509,0.5254015378766363,lym
645,calcium ion transmembrane transport,7,False,GO:0070588,0.9114468653855319,col
813,calcium ion transmembrane transport,14,False,GO:0070588,0.014336131870067215,lym
646,calcium ion transmembrane transporter activity,1,False,GO:0015085,1.0,col
814,calcium ion transmembrane transporter activity,1,False,GO:0015085,1.0,lym
815,calcium ion transport,5,False,GO:0006816,0.9629349423812359,lym
647,calcium ion transport,3,False,GO:0006816,1.0,col
816,"calcium transmembrane transporter activity, phosphorylative mechanism",8,False,GO:0005388,0.2536589879147724,lym
648,"calcium transmembrane transporter activity, phosphorylative mechanism",5,False,GO:0005388,1.0,col
817,calcium-dependent phospholipid binding,1,False,GO:0005544,1.0,lym
818,calcium-dependent protein kinase C activity,1,False,GO:0004698,1.0,lym
649,calcium-dependent protein kinase C activity,1,False,GO:0004698,1.0,col
650,calcium-dependent protein kinase activity,1,False,GO:0010857,1.0,col
819,calcium-dependent protein kinase activity,1,False,GO:0010857,1.0,lym
820,calcium-dependent protein serine/threonine kinase activity,19,False,GO:0009931,0.0023047730818058117,lym
651,calcium-dependent protein serine/threonine kinase activity,16,False,GO:0009931,0.00188856716053248,col
821,calcium-dependent protein serine/threonine phosphatase activity,1,False,GO:0004723,1.0,lym
652,calcium-dependent protein serine/threonine phosphatase activity,1,False,GO:0004723,1.0,col
822,calcium-mediated signaling,13,False,GO:0019722,0.3721062817112935,lym
653,calcium-mediated signaling,9,False,GO:0019722,0.7092183814541623,col
823,calcium:cation antiporter activity,3,False,GO:0015368,0.8744078585946239,lym
654,calcium:cation antiporter activity,1,False,GO:0015368,1.0,col
655,calcium:proton antiporter activity,1,False,GO:0015369,1.0,col
824,calcium:proton antiporter activity,3,False,GO:0015369,1.0,lym
656,callose deposition in cell wall,1,False,GO:0052543,1.0,col
825,callus formation,1,False,GO:1990110,1.0,lym
657,calmodulin binding,72,False,GO:0005516,7.026929100197089e-10,col
826,calmodulin binding,101,False,GO:0005516,2.5142294471992475e-15,lym
827,calmodulin-dependent protein kinase activity,21,False,GO:0004683,0.002654902914361959,lym
658,calmodulin-dependent protein kinase activity,18,False,GO:0004683,0.0015642417263322039,col
828,camalexin binding,2,False,GO:2001147,0.7459762145601327,lym
659,camalexin binding,1,False,GO:2001147,1.0,col
660,camalexin biosynthetic process,7,False,GO:0010120,0.010202802884286042,col
829,camalexin biosynthetic process,6,False,GO:0010120,0.23321231486459146,lym
830,capsule polysaccharide biosynthetic process,4,False,GO:0045227,0.1745673307724695,lym
661,capsule polysaccharide biosynthetic process,2,False,GO:0045227,0.9114468653855319,col
831,carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity,2,False,GO:0004088,0.7459762145601327,lym
832,carbamoyl-phosphate synthase complex,2,False,GO:0005951,0.4474705469497068,lym
662,carbohydrate binding,63,False,GO:0030246,5.2262116806900327e-08,col
833,carbohydrate binding,75,False,GO:0030246,8.301022616532631e-07,lym
663,carbohydrate biosynthetic process,13,False,GO:0016051,0.2790713158724084,col
834,carbohydrate biosynthetic process,14,False,GO:0016051,0.9155950901396076,lym
664,carbohydrate homeostasis,1,False,GO:0033500,1.0,col
835,carbohydrate homeostasis,2,False,GO:0033500,1.0,lym
836,carbohydrate kinase activity,4,False,GO:0019200,1.0,lym
665,carbohydrate kinase activity,1,False,GO:0019200,1.0,col
837,carbohydrate metabolic process,53,False,GO:0005975,1.0,lym
666,carbohydrate metabolic process,27,False,GO:0005975,0.5264028894308063,col
838,carbohydrate transmembrane transport,2,False,GO:0034219,1.0,lym
667,carbohydrate transmembrane transport,2,False,GO:0034219,0.9114468653855319,col
839,carbohydrate transmembrane transporter activity,20,False,GO:0015144,1.0,lym
668,carbohydrate transmembrane transporter activity,13,False,GO:0015144,1.0,col
669,carbohydrate transport,5,False,GO:0008643,1.0,col
